title,type,price,private_owner,professional_name,floor_built,floor_area,floor,year_built,orientation,bedrooms,bathrooms,second_hand,lift,garage_included,furnished,terrace,balcony,storeroom,swimming_pool,garden_area,location,district,postalcode
Flat / apartment for rent in calle Profesor Waksman,Flat,1250,False,Assel Inmobiliaria,75,70.0,1st,1968.0,,2,2,True,True,False,True,False,False,True,False,False,"Calle Profesor Waksman, Subdistrict Bernabéu-Hispanoamérica, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28036.0
"Flat / apartment for rent in avenida de Alberto de Alcocer, 26",Flat,1300,True,,80,,1st,,west,2,1,True,True,False,True,True,False,False,False,False,"Avenida de Alberto de Alcocer, 26, Subdistrict Bernabéu-Hispanoamérica, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28036.0
Flat / apartment for rent in Prosperidad,Flat,1500,False,RE/MAX Lodonar,132,105.0,3rd,1975.0,east,2,2,True,True,False,True,True,False,False,False,False,", Subdistrict Prosperidad, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,
Flat / apartment for rent in avenida de América,Flat,1950,False,Yes Home Servicios Inmobiliarios,127,105.0,20th,1968.0,east,2,2,True,True,True,True,True,False,False,True,False,"Avenida de América, Subdistrict Prosperidad, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,
Flat / apartment for rent in El Viso,Flat,4200,False,TOP TEAM REAL ESTATE,258,,1st,,,2,3,True,True,True,True,True,False,True,True,False,", Subdistrict El Viso, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,
Flat / apartment for rent in calle de Herreros de Tejada,Flat,1280,False,Homeplus,70,,4th,,,1,1,True,True,False,True,False,False,False,False,False,"Calle de Herreros de Tejada, Subdistrict Bernabéu-Hispanoamérica, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28036.0
Flat / apartment for rent in calle Clara del Rey,Flat,1600,False,inalquiler madrid,120,,2nd,,east,3,2,True,True,False,True,False,False,False,False,False,"Calle Clara del Rey, Subdistrict Prosperidad, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28002.0
"Flat / apartment for rent in avenida América, 27",Flat,1950,False,Deal Inmobiliaria,120,,20th,,,2,2,True,True,False,True,False,False,False,False,False,"Avenida América, 27, Subdistrict Prosperidad, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28002.0
"Flat / apartment for rent in Apolonio morales, 11",Flat,1070,False,Personal Home Finder,55,,4th,,south,1,1,True,True,True,True,False,False,False,False,False,"Apolonio morales, 11, Subdistrict Nueva España, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28036.0
"Flat / apartment for rent in calle de Oruro, 4",Flat,1300,False,Properlia Servicios Inmobiliarios,82,65.0,1st,1982.0,west,1,2,True,True,False,True,True,True,False,True,False,"Calle de Oruro, 4, Subdistrict Bernabéu-Hispanoamérica, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28016.0
Flat / apartment for rent in El Viso,Flat,3850,False,Be Premium Real Estate,285,250.0,6th,,south,4,4,True,True,False,True,True,True,True,False,False,", Subdistrict El Viso, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,
Penthouse for rent in Ciudad Jardín,Penthouse,1450,False,Fernanda Schcolnik,79,69.0,6th,1960.0,west,1,1,True,True,False,True,True,False,False,False,False,", Subdistrict Ciudad Jardín, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,
Penthouse for rent in Prosperidad,Penthouse,900,False,Area Casa,67,66.0,3rd,,,1,1,True,True,False,True,True,False,False,False,False,", Subdistrict Prosperidad, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,
Flat / apartment for rent in calle de Mateo Inurria,Flat,2000,False,Alquiler Seguro,154,,,,,4,3,True,True,True,True,True,False,False,False,False,"Calle de Mateo Inurria, Subdistrict Castilla, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,
Penthouse for rent in El Viso,Penthouse,2000,False,Everystreet,80,70.0,80,1956.0,east,1,1,True,True,False,True,True,False,False,False,False,", Subdistrict El Viso, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,
Flat / apartment for rent in El Viso,Flat,2500,False,Issue real estate,170,,3rd,,,3,3,True,True,False,True,False,False,True,False,False,", Subdistrict El Viso, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,
"Flat / apartment for rent in paseo de La Habana, 41",Flat,2300,False,Be Premium Real Estate,120,,3rd,,,2,2,True,True,True,True,False,False,False,False,False,"Paseo de La Habana, 41, Subdistrict Bernabéu-Hispanoamérica, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28036.0
"Flat / apartment for rent in calle de López de Hoyos, 108",Flat,1300,True,,50,,ground,,north,1,1,True,True,False,True,True,False,False,False,False,"Calle de López de Hoyos, 108, Subdistrict Prosperidad, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28002.0
Duplex for rent in avenida de Alberto Alcocer,Duplex,3400,False,Tailor & Key,235,230.0,9th,1965.0,south,5,4,True,True,False,True,False,False,False,False,False,"Avenida de Alberto Alcocer, Subdistrict Bernabéu-Hispanoamérica, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28036.0
Flat / apartment for rent in pasaje de San Pedro,Flat,1050,False,Glomar,113,,1st,1966.0,east,3,1,True,True,False,True,True,False,False,False,False,"Pasaje de San Pedro, Subdistrict Prosperidad, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28002.0
"Flat / apartment for rent in calle de Víctor de la Serna, 44",Flat,1300,False,BlackHaus Consultores Inmobiliarios,65,,4th,,west,2,1,True,True,False,True,False,False,False,False,False,"Calle de Víctor de la Serna, 44, Subdistrict Bernabéu-Hispanoamérica, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28016.0
Flat / apartment for rent in calle del Príncipe de Vergara,Flat,1100,False,"Tenfocasa, Servicios Inmobiliarios",65,,1st,,,2,1,True,True,False,True,False,False,False,False,False,"Calle del Príncipe de Vergara, Subdistrict Ciudad Jardín, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28006.0
Flat / apartment for rent in paseo de La Habana,Flat,2600,False,URBANISSIMO REAL ESTATE,138,130.0,3rd,1972.0,,3,2,True,True,True,True,True,False,False,False,False,"Paseo de La Habana, Subdistrict Nueva España, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,
Flat / apartment for rent in calle de Pablo Luna,Flat,860,False,"SOLVIA SERVICIOS INMOBILIARIOS S.L.,",68,,ground,,,2,1,True,True,False,False,False,False,False,False,False,"Calle de Pablo Luna, Urb. C/ Pablo Luna, Subdistrict Castilla, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28046.0
Flat / apartment for rent in Bernabéu-Hispanoamérica,Flat,2300,False,JACK HOUSE PROPERTIES,120,,3rd,,,2,2,True,True,True,True,False,False,False,False,False,", Subdistrict Bernabéu-Hispanoamérica, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28036.0
Flat / apartment for rent in Nueva España,Flat,3200,False,Homes & Network,220,,2nd,,,3,3,True,True,True,True,False,False,True,False,False,", Subdistrict Nueva España, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,
Flat / apartment for rent in paseo de La Habana,Flat,2300,False,Galota Inversion e inmobiliaria,110,,3rd,,south,2,2,True,True,True,True,False,False,False,True,False,"Paseo de La Habana, Subdistrict Bernabéu-Hispanoamérica, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28036.0
Flat / apartment for rent in Ciudad Jardín,Flat,1300,False,Emmanuel Integra,60,,2nd,,east,1,1,True,True,True,True,False,False,False,False,False,", Subdistrict Ciudad Jardín, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,
Penthouse for rent in calle del General Zabala,Penthouse,1400,False,Emmanuel Integra,110,,6th,,west,2,1,True,True,False,True,True,False,True,False,False,"Calle del General Zabala, Subdistrict Prosperidad, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28002.0
Flat / apartment for rent in calle Pantoja,Flat,1300,False,House Keeping,70,,2nd,2020.0,south,1,1,True,True,True,True,False,False,False,False,False,"Calle Pantoja, Subdistrict Ciudad Jardín, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28002.0
Flat / apartment for rent in calle del Corazón de María,Flat,1195,False,Inmobiliaria HAM,55,54.0,7th,,,1,1,True,True,False,True,False,False,False,True,False,"Calle del Corazón de María, Subdistrict Prosperidad, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28002.0
Penthouse for rent in Ciudad Jardín,Penthouse,1400,False,Area Casa,110,109.0,6th,,,3,1,True,True,False,True,True,False,False,False,False,", Subdistrict Ciudad Jardín, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,
"Flat / apartment for rent in calle Eduardo del Palacio, 8",Flat,3000,False,CG Grupo Consultor,192,180.0,3rd,1959.0,south,5,3,True,True,True,True,False,False,True,False,False,"Calle Eduardo del Palacio, 8, Subdistrict El Viso, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28002.0
"Penthouse for rent in calle de Juan Hurtado de Mendoza, 9",Penthouse,1900,True,,98,90.0,8th,,south,2,2,True,True,False,True,True,False,False,False,False,"Calle de Juan Hurtado de Mendoza, 9, Subdistrict Nueva España, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28036.0
Flat / apartment for rent in El Viso,Flat,975,False,Spotahome,46,40.0,ground,,,1,1,True,True,False,True,False,False,False,False,False,", Subdistrict El Viso, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,
Flat / apartment for rent in calle de Vinaroz,Flat,1150,False,Unna Grupo Inmobiliario,70,59.0,1st,,,3,1,True,True,False,True,False,False,False,False,False,"Calle de Vinaroz, Subdistrict Ciudad Jardín, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28002.0
Flat / apartment for rent in calle del Príncipe de Vergara,Flat,1290,False,Extra Inmobiliaria,83,76.0,2nd,1952.0,west,3,1,True,True,False,True,False,False,False,False,False,"Calle del Príncipe de Vergara, Subdistrict Bernabéu-Hispanoamérica, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28006.0
Flat / apartment for rent in calle Panamá,Flat,2400,False,inalquiler madrid,171,,3rd,,south,4,3,True,True,False,True,False,False,False,False,False,"Calle Panamá, Subdistrict Bernabéu-Hispanoamérica, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28036.0
"Flat / apartment for rent in avenida de Burgos, 32",Flat,1500,True,,126,,3rd,,east,3,2,True,True,True,True,True,False,False,False,False,"Avenida de Burgos, 32, Subdistrict Castilla, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28036.0
"Flat / apartment for rent in calle de Cartagena, 158",Flat,1350,False,Bargan agencia inmobiliaria,70,,1st,,,2,2,True,True,False,True,False,False,False,False,False,"Calle de Cartagena, 158, Subdistrict Ciudad Jardín, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28002.0
Penthouse for rent in torpedero Tucuman,Penthouse,1600,False,Gaston´s house,110,,4th,,west,2,2,True,True,True,True,False,False,False,True,False,"torpedero Tucuman, Subdistrict Nueva España, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28016.0
"Flat / apartment for rent in calle Menéndez Pidal, 31",Flat,2500,True,,120,,1st,,,3,3,True,True,True,True,True,True,True,True,False,"Calle Menéndez Pidal, 31, Urb. Urbanizacion con Piscina, Subdistrict Nueva España, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28036.0
"Flat / apartment for rent in calle de Marceliano Santa María, 12",Flat,2100,True,,165,143.0,4th,,west,4,2,True,True,False,True,False,True,True,False,False,"Calle de Marceliano Santa María, 12, Subdistrict El Viso, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28036.0
Flat / apartment for rent in calle de Pradillo,Flat,2500,False,Inmobiliaria Garay,122,,,,,2,2,True,True,True,False,True,True,True,True,False,"Calle de Pradillo, Subdistrict Ciudad Jardín, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28002.0
Flat / apartment for rent in calle de Santa María Magdalena,Flat,1858,False,TESTA RESIDENCIAL,108,,5th,,,3,2,True,True,False,False,False,True,False,False,False,"Calle de Santa María Magdalena, Subdistrict Nueva España, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28016.0
Flat / apartment for rent in Bernabéu-Hispanoamérica,Flat,1750,False,Engel & Völkers Madrid,85,,1st,,,2,2,True,True,False,True,False,False,False,False,False,", Subdistrict Bernabéu-Hispanoamérica, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28036.0
Flat / apartment for rent in calle de Pedro de Valdivia,Flat,4950,False,Home Select,310,,3rd,,,5,4,True,True,False,True,False,False,False,False,False,"Calle de Pedro de Valdivia, Subdistrict El Viso, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,
Flat / apartment for rent in Bernabéu-Hispanoamérica,Flat,1700,False,JACK HOUSE PROPERTIES,85,,1st,,,2,2,True,True,False,True,False,False,False,False,False,", Subdistrict Bernabéu-Hispanoamérica, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28036.0
"Flat / apartment for rent in calle de Pablo Luna, 4",Flat,900,True,,85,,3rd,,west,2,1,True,True,False,True,True,False,False,False,False,"Calle de Pablo Luna, 4, Subdistrict Castilla, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28046.0
Flat / apartment for rent in calle Profesor Waksman,Flat,2350,False,BNP Paribas Real Estate,102,,9th,,north,3,2,True,True,False,True,True,False,False,False,False,"Calle Profesor Waksman, Subdistrict Bernabéu-Hispanoamérica, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28036.0
Flat / apartment for rent in avenida de Alberto de Alcocer,Flat,2250,False,DONPISO MADRID HISPANOAMÉRICA,95,82.0,11th,1975.0,south,3,3,True,True,False,True,True,False,True,True,False,"Avenida de Alberto de Alcocer, Subdistrict Nueva España, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,
Flat / apartment for rent in Castilla,Flat,1000,False,aproperties real estate assets spain,60,55.0,7th,,north,1,1,True,True,False,True,True,False,False,True,False,", Subdistrict Castilla, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,
Flat / apartment for rent in paseo de La Habana,Flat,2300,False,Diplomatic,120,,3rd,,south,2,2,True,True,True,True,False,False,False,False,False,"Paseo de La Habana, Subdistrict Bernabéu-Hispanoamérica, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28036.0
Flat / apartment for rent in calle de San Telmo,Flat,2950,False,DIZA Consultores Inmobiliaria - Propiedades de lujo en Madrid,179,150.0,ground,1969.0,west,3,3,True,True,False,True,False,False,False,True,False,"Calle de San Telmo, Subdistrict Nueva España, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28016.0
"Flat / apartment for rent in avenida Pio XII, 92",Flat,1580,False,BEMADRID,75,,2nd,,north,1,1,True,True,False,True,False,False,False,True,False,"Avenida Pio XII, 92, Urb. 92, Subdistrict Castilla, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28036.0
Flat / apartment for rent in paseo de la Castellana,Flat,5500,False,Inmoclass,474,,3rd,,west,5,4,True,True,True,True,True,False,True,False,False,"Paseo de la Castellana, Subdistrict Nueva España, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,
"Flat / apartment for rent in calle de Nicaragua, 17",Flat,1500,True,,127,95.0,1st,,east,2,1,True,True,True,True,False,False,False,False,False,"Calle de Nicaragua, 17, Subdistrict Bernabéu-Hispanoamérica, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28016.0
Flat / apartment for rent in calle de Joaquín Costa,Flat,2700,False,YÑARRA Servicios Inmobiliarios,160,,2nd,,east,4,4,True,True,False,True,False,True,False,False,False,"Calle de Joaquín Costa, Subdistrict El Viso, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,
 Detached house for rent in calle de Triana,Detached,8500,False,ASTONDO REAL ESTATE,353,350.0,353,1960.0,east,6,4,True,False,True,True,True,True,True,True,False,"Calle de Triana, Subdistrict Nueva España, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28016.0
Flat / apartment for rent in calle Antonio Pérez,Flat,1250,False,Inmobiliaria HAM,72,62.0,4th,1950.0,east,2,1,True,True,False,True,False,False,False,False,False,"Calle Antonio Pérez, Subdistrict El Viso, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28006.0
Flat / apartment for rent in avenida de Burgos,Flat,1450,False,aproperties real estate assets spain,90,,4th,1981.0,,2,2,True,True,True,True,False,False,False,True,False,"Avenida de Burgos, Subdistrict Castilla, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,
Flat / apartment for rent in calle García Luna,Flat,1250,False,RENTA GARANTIZADA S.A,110,,1st,,,3,2,True,True,False,False,True,False,False,False,False,"Calle García Luna, Subdistrict Ciudad Jardín, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28002.0
Flat / apartment for rent in avenida de Alberto de Alcocer,Flat,1350,False,Inmo Home Madrid,65,47.0,2nd,1972.0,south,1,1,True,True,False,True,False,False,False,True,False,"Avenida de Alberto de Alcocer, Subdistrict Bernabéu-Hispanoamérica, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28036.0
Flat / apartment for rent in calle de Gabriel Lobo,Flat,2500,False,C&C Inmobiliaria,160,,2nd,,east,4,2,True,True,False,True,True,False,False,False,False,"Calle de Gabriel Lobo, Subdistrict El Viso, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28006.0
Flat / apartment for rent in Ciudad Jardín,Flat,2400,False,Area Casa,166,165.0,1st,,,4,2,True,True,False,True,False,False,False,False,False,", Subdistrict Ciudad Jardín, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,
Flat / apartment for rent in calle de Alfonso Rodríguez Santamaría,Flat,1100,False,aproperties real estate assets spain,56,47.0,ground,1934.0,south,1,1,True,True,False,True,False,False,False,False,False,"Calle de Alfonso Rodríguez Santamaría, Subdistrict El Viso, District Chamartín, Madrid, Madrid city, Madrid",Chamartín,28006.0
