titulo,zona,latitud,longitud,direccion_usada,geocoding_ok
"Estudio en calle de Antonio López Aguado, La Paz, Madrid",fuencarral,40.4823109,-3.7011282,"calle de Antonio López Aguado, La Paz, Madrid, España",True
"Dúplex en calle del Pico Cejo, Numancia, Madrid",puente-de-vallecas,40.3995283,-3.6596765,"Numancia, Madrid, España",True
"Estudio en calle de los Abades, Lavapiés-Embajadores, Madrid",centro,40.4100543,-3.7052735,"calle de los Abades, Lavapiés-Embajadores, Madrid, España",True
"Piso en Carrera De San Jeronimo, Sol, Madrid",centro,40.4166759,-3.7013516,"Carrera De San Jeronimo, Sol, Madrid, España",True
"Ático en calle Antonio Prieto, Zofío, Madrid",usera,40.3805393,-3.7137749,"calle Antonio Prieto, Zofío, Madrid, España",True
"Piso en camino de las Cruces, Buena Vista, Madrid",carabanchel,40.3742002,-3.755921,"camino de las Cruces, Madrid, España",True
"Piso en calle del Carnero, Lavapiés-Embajadores, Madrid",centro,40.4082696,-3.7085843,"calle del Carnero, Madrid, España",True
"Piso en calle Monasterio de Liébana, 9, Montecarmelo, Madrid",fuencarral,40.5077321,-3.6962908,"calle Monasterio de Liébana, 9, Montecarmelo, Madrid, España",True
"Piso en calle de la Marroquina, Marroquina, Madrid",moratalaz,40.4074283,-3.6494573,"calle de la Marroquina, Marroquina, Madrid, España",True
"Piso en calle de Santa Polonia, Huertas-Cortes, Madrid",centro,40.4135236,-3.6984082,"Huertas-Cortes, Madrid, España",True
"Ático en calle Rio Matarrañán, s/n, Salvador, Madrid",san-blas,40.4448868,-3.631505,"Salvador, Madrid, España",True
"Piso en calle de Cebreros, 2, Lucero, Madrid",latina,40.4048384,-3.7414134,"calle de Cebreros, 2, Lucero, Madrid, España",True
"Piso en calle de San Bernardo, 15, Malasaña-Universidad, Madrid",centro,40.4221135,-3.7078693,"calle de San Bernardo, 15, Malasaña-Universidad, Madrid, España",True
"Piso en calle de los Pilares, Casco Histórico de Barajas, Madrid",barajas,40.4750414,-3.5776693,"calle de los Pilares, Casco Histórico de Barajas, Madrid, España",True
"Piso en calle de Argumosa, 15, Lavapiés-Embajadores, Madrid",centro,40.4082591,-3.6987683,"calle de Argumosa, 15, Lavapiés-Embajadores, Madrid, España",True
"Piso en plaza Manuel Rodrigo, 11, Conde Orgaz-Piovera, Madrid",hortaleza,40.4604545,-3.6334658,"plaza Manuel Rodrigo, 11, Madrid, España",True
"Piso en avenida de Abrantes, 54, Abrantes, Madrid",carabanchel,40.3806929,-3.7286377,"avenida de Abrantes, 54, Abrantes, Madrid, España",True
"Piso en calle Siderurgia, Amposta, Madrid",san-blas,40.4263849,-3.6227501,"calle Siderurgia, Amposta, Madrid, España",True
"Piso en Sor Ángela de la Cruz, 31, Cuzco-Castillejos, Madrid",tetuan,40.4600895,-3.6972444,"Sor Ángela de la Cruz, 31, Madrid, España",True
"Ático en calle de Fuentespina, Santa Eugenia, Madrid",villa-de-vallecas,40.379715,-3.6059516,"calle de Fuentespina, Santa Eugenia, Madrid, España",True
"Piso en calle de la Palma, 61, Malasaña-Universidad, Madrid",centro,40.426585,-3.7075589,"calle de la Palma, 61, Malasaña-Universidad, Madrid, España",True
"Piso en calle de Martínez Izquierdo, 56, Guindalera, Madrid",barrio-de-salamanca,40.4338598,-3.6688234,"calle de Martínez Izquierdo, 56, Guindalera, Madrid, España",True
"Piso en calle de Ángel Larra, Concepción, Madrid",ciudad-lineal,40.4420513,-3.644732,"calle de Ángel Larra, Concepción, Madrid, España",True
"Piso en calle de Marcelina, Ventilla-Almenara, Madrid",tetuan,40.4679109,-3.6962166,"calle de Marcelina, Madrid, España",True
"Piso en de Ibiza, Ibiza, Madrid",retiro,40.4180661,-3.6703958,"de Ibiza, Ibiza, Madrid, España",True
"Dúplex en calle Miramadrid, Pradolongo, Madrid",usera,40.3813983,-3.7065048,"calle Miramadrid, Pradolongo, Madrid, España",True
"Piso en calle de Sáhara, 85, Los Rosales, Madrid",villaverde,40.3571948,-3.6894484,"Los Rosales, Madrid, España",True
"Casa o chalet independiente en calle de Cabellera de Berenice, Valdemarín, Madrid",moncloa,40.4675501,-3.7822569,"Valdemarín, Madrid, España",True
"Piso en calle de Samaria, 10, Niño Jesús, Madrid",retiro,40.4127822,-3.6719039,"calle de Samaria, 10, Niño Jesús, Madrid, España",True
"Piso en calle de las Huertas, 61, Huertas-Cortes, Madrid",centro,40.4132936,-3.6961602,"calle de las Huertas, 61, Madrid, España",True
"Piso en calle Marques de la Valdavia, 5, Palos de la Frontera, Madrid",arganzuela,40.4060562,-3.6958194,"calle Marques de la Valdavia, 5, Palos de la Frontera, Madrid, España",True
"Piso en virgen de la paz, 9, Concepción, Madrid",ciudad-lineal,40.4327723,-3.6598574,"virgen de la paz, 9, Concepción, Madrid, España",True
"Piso en calle del Amparo, 22, Lavapiés-Embajadores, Madrid",centro,40.410176,-3.7035336,"calle del Amparo, 22, Lavapiés-Embajadores, Madrid, España",True
"Piso en calle Isabel Fornieles, Moscardó, Madrid",usera,40.3863737,-3.7094098,"calle Isabel Fornieles, Moscardó, Madrid, España",True
"Piso en calle de la Virgen de Aránzazu, 35, Tres Olivos - Valverde, Madrid",fuencarral,40.5005654,-3.6946962,"Tres Olivos - Valverde, Madrid, España",True
"Piso en calle de Beatriz de Bobadilla, 15, Ciudad Universitaria, Madrid",moncloa,40.447976,-3.7146427,"calle de Beatriz de Bobadilla, 15, Ciudad Universitaria, Madrid, España",True
"Casa o chalet independiente en calle del Valle de Toranzo, Valdemarín, Madrid",moncloa,40.4675501,-3.7822569,"Valdemarín, Madrid, España",True
"Piso en calle Del Puerto de Panticosa, 6, Numancia, Madrid",puente-de-vallecas,40.3995283,-3.6596765,"Numancia, Madrid, España",True
"Piso en calle de la Cruz, 13, Huertas-Cortes, Madrid",centro,40.4157168,-3.7014788,"calle de la Cruz, 13, Madrid, España",True
"Piso en calle del Puerto de Used, 5, Ensanche de Vallecas - La Gavia, Madrid",villa-de-vallecas,40.3789208,-3.6299768,"calle del Puerto de Used, 5, Madrid, España",True
"Piso en calle de Puerto Serrano, 30, Legazpi, Madrid",arganzuela,40.3914432,-3.6949558,"Legazpi, Madrid, España",True
"Estudio en calle Cecilio Perucha, Numancia, Madrid",puente-de-vallecas,40.3970637,-3.6640191,"calle Cecilio Perucha, Numancia, Madrid, España",True
"Estudio en calle de Alonso Núñez, Berruguete, Madrid",tetuan,40.4585312,-3.7087841,"calle de Alonso Núñez, Berruguete, Madrid, España",True
"Piso en calle de Boston, Guindalera, Madrid",barrio-de-salamanca,40.4373583,-3.6665734,"calle de Boston, Guindalera, Madrid, España",True
"Piso en paseo del Quince de Mayo, San Isidro, Madrid",carabanchel,40.4002469,-3.7247634,"paseo del Quince de Mayo, San Isidro, Madrid, España",True
"Ático en calle del Príncipe de Vergara, Nueva España, Madrid",chamartin,40.4603441,-3.6765975,"calle del Príncipe de Vergara, Nueva España, Madrid, España",True
"Ático en calle Monasterio de Montesclaros, 7, Montecarmelo, Madrid",fuencarral,40.5039913,-3.7027458,"calle Monasterio de Montesclaros, 7, Montecarmelo, Madrid, España",True
"Piso en calle del Ave María, 50, Lavapiés-Embajadores, Madrid",centro,40.4093661,-3.7010709,"calle del Ave María, 50, Lavapiés-Embajadores, Madrid, España",True
"Piso en calle Santa Comba, Casa de Campo, Madrid",moncloa,40.4281314,-3.7334604,"calle Santa Comba, Casa de Campo, Madrid, España",True
"Piso en calle Velayos, Ciudad Universitaria, Madrid",moncloa,40.4664946,-3.726457,"calle Velayos, Ciudad Universitaria, Madrid, España",True
"Dúplex en Sol, Madrid",centro,40.4178272,-3.7022221,"Sol, Madrid, España",True
"Piso en calle de la Torrecilla del Leal, Lavapiés-Embajadores, Madrid",centro,40.4107678,-3.6994582,"calle de la Torrecilla del Leal, Lavapiés-Embajadores, Madrid, España",True
"Piso en calle de Alora, Palomeras sureste, Madrid",puente-de-vallecas,40.3861742,-3.6329556,"Palomeras sureste, Madrid, España",True
"Ático en calle Mayor, 35, Sol, Madrid",centro,40.416098,-3.7077349,"calle Mayor, 35, Sol, Madrid, España",True
"Piso en plaza de la Cebada, Palacio, Madrid",centro,40.4113725,-3.7096435,"plaza de la Cebada, Palacio, Madrid, España",True
"Chalet adosado en calle Maragatería, 65, Valdebebas - Valdefuentes, Madrid",hortaleza,40.4924377,-3.668818,"Valdebebas - Valdefuentes, Madrid, España",True
"Piso en calle del Olmo, 35, Lavapiés-Embajadores, Madrid",centro,40.4115829,-3.6996501,"calle del Olmo, 35, Lavapiés-Embajadores, Madrid, España",True
"Estudio en plaza de los Mostenses, 11, Malasaña-Universidad, Madrid",centro,40.4229516,-3.7087534,"plaza de los Mostenses, 11, Malasaña-Universidad, Madrid, España",True
"Dúplex en Gomez de Arteche, 27, Buena Vista, Madrid",carabanchel,40.3693731,-3.7554453,"Gomez de Arteche, 27, Madrid, España",True
"Piso en calle general Ricardos, 65, Opañel, Madrid",carabanchel,40.3942952,-3.7218783,"calle general Ricardos, 65, Opañel, Madrid, España",True
"Piso en calle de Arlanza, Comillas, Madrid",carabanchel,40.5072398,-3.6856514,"calle de Arlanza, Madrid, España",True
"Piso en de la Dirección, Berruguete, Madrid",tetuan,40.4587582,-3.708676,"de la Dirección, Berruguete, Madrid, España",True
"Casa o chalet independiente en calle de Daniel Urrabieta, El Viso, Madrid",chamartin,40.4448882,-3.6847127,"El Viso, Madrid, España",True
"Piso en calle de Fuencarral, 66, Chueca-Justicia, Madrid",centro,40.4243072,-3.7005919,"calle de Fuencarral, 66, Chueca-Justicia, Madrid, España",True
"Piso en calle de Abel, Bellas Vistas, Madrid",tetuan,40.4503624,-3.708262,"calle de Abel, Bellas Vistas, Madrid, España",True
"Dúplex en calle San Delfín, Comillas, Madrid",carabanchel,40.3948267,-3.7078823,"calle San Delfín, Comillas, Madrid, España",True
"Piso en calle de Ernestina Manuel de Villena, Moscardó, Madrid",usera,40.3890429,-3.7057718,"Moscardó, Madrid, España",True
"Piso en calle de Mota del Cuervo, 74, Canillas, Madrid",hortaleza,40.4648619,-3.6305974,"calle de Mota del Cuervo, 74, Canillas, Madrid, España",True
"Casa o chalet independiente en calle Grama, 25, Valdebebas - Valdefuentes, Madrid",hortaleza,40.4924377,-3.668818,"Valdebebas - Valdefuentes, Madrid, España",True
"Chalet pareado en Anillo Verde Ciclista, 2 -10, Ciudad Universitaria, Madrid",moncloa,40.4438005,-3.7264206,"Ciudad Universitaria, Madrid, España",True
"Piso en calle de O'Donnell, 46, Ibiza, Madrid",retiro,40.4212678,-3.6731797,"calle de O'Donnell, 46, Ibiza, Madrid, España",True
"Piso en avenida de la Verbena de la Paloma, Los Ángeles, Madrid",villaverde,40.3605494,-3.6952569,"avenida de la Verbena de la Paloma, Los Ángeles, Madrid, España",True
"Piso en calle de San Maximiliano, 51, Ventas, Madrid",ciudad-lineal,40.425957,-3.652445,"calle de San Maximiliano, 51, Ventas, Madrid, España",True
"Piso en avenida de Valladolid, 37, Casa de Campo, Madrid",moncloa,40.4276393,-3.7291032,"avenida de Valladolid, 37, Casa de Campo, Madrid, España",True
"Piso en calle del Canal del Bósforo, 56, Canillejas, Madrid",san-blas,40.4410129,-3.6098115,"calle del Canal del Bósforo, 56, Canillejas, Madrid, España",True
"Piso en calle de Lagasca, 12, Recoletos, Madrid",barrio-de-salamanca,40.4214345,-3.6856808,"calle de Lagasca, 12, Recoletos, Madrid, España",True
"Ático en calle del Tranvia de Arganda, 14, Palomeras sureste, Madrid",puente-de-vallecas,40.380468,-3.6330893,"calle del Tranvia de Arganda, 14, Palomeras sureste, Madrid, España",True
"Casa o chalet independiente en calle Aviador Franco, Ciudad Universitaria, Madrid",moncloa,40.4438005,-3.7264206,"Ciudad Universitaria, Madrid, España",True
"Piso en calle del Talco, 50, Villaverde Alto, Madrid",villaverde,40.3455741,-3.7150038,"calle del Talco, 50, Villaverde Alto, Madrid, España",True
"Piso en calle de Nanclares de Oca, Rejas, Madrid",san-blas,40.4442758,-3.5793883,"calle de Nanclares de Oca, Rejas, Madrid, España",True
"Piso en calle Adrián Pulido, Bellas Vistas, Madrid",tetuan,40.4535962,-3.7060642,"calle Adrián Pulido, Bellas Vistas, Madrid, España",True
"Piso en avenida de Guadalajara, 97, Arcos, Madrid",san-blas,40.4219111,-3.6141505,"avenida de Guadalajara, 97, Arcos, Madrid, España",True
"Piso en ronda del Sur, 101, Entrevías, Madrid",puente-de-vallecas,40.3735168,-3.6644064,"ronda del Sur, 101, Entrevías, Madrid, España",True
"Chalet adosado en camino del Barrial, s/n, Aravaca, Madrid",moncloa,40.457749,-3.7827941,"Aravaca, Madrid, España",True
"Piso en calle Canoa, Alameda de Osuna, Madrid",barajas,40.4544052,-3.5916719,"calle Canoa, Alameda de Osuna, Madrid, España",True
"Piso en calle de las Flautas, 48, Pau de Carabanchel, Madrid",carabanchel,40.3708226,-3.7708815,"calle de las Flautas, 48, Madrid, España",True
"Piso en calle del Príncipe de Vergara, 253, Bernabéu-Hispanoamérica, Madrid",chamartin,40.4559668,-3.6773116,"calle del Príncipe de Vergara, 253, Madrid, España",True
"Piso en calle del Doctor Fourquet, Lavapiés-Embajadores, Madrid",centro,40.4072724,-3.6983481,"calle del Doctor Fourquet, Lavapiés-Embajadores, Madrid, España",True
"Ático en calle de Juan Pantoja, Bellas Vistas, Madrid",tetuan,40.4500836,-3.7046981,"calle de Juan Pantoja, Bellas Vistas, Madrid, España",True
"Piso en Corredera Alta de San Pablo, 6, Malasaña-Universidad, Madrid",centro,40.4248737,-3.7019547,"Corredera Alta de San Pablo, 6, Malasaña-Universidad, Madrid, España",True
"Dúplex en calle de Ángel Muñoz, San Juan Bautista, Madrid",ciudad-lineal,40.4543555,-3.6567911,"calle de Ángel Muñoz, San Juan Bautista, Madrid, España",True
"Piso en calle de Juan Navarro, San Diego, Madrid",puente-de-vallecas,40.3960667,-3.6693875,"calle de Juan Navarro, San Diego, Madrid, España",True
"Casa o chalet independiente en avenida Fuentelarreyna, Ciudad Universitaria, Madrid",moncloa,40.4438005,-3.7264206,"Ciudad Universitaria, Madrid, España",True
"Piso en calle Avelino Fernández de la Poza, 9, Entrevías, Madrid",puente-de-vallecas,40.3790449,-3.6717573,"Entrevías, Madrid, España",True
"Piso en calle Juan perez Zuñiga, 41, San Pascual, Madrid",ciudad-lineal,40.4409645,-3.6495818,"calle Juan perez Zuñiga, 41, San Pascual, Madrid, España",True
"Casa o chalet independiente en avenida Albufera, 64, Numancia, Madrid",puente-de-vallecas,40.3995283,-3.6596765,"Numancia, Madrid, España",True
"Piso en calle del Conde de Romanones, Lavapiés-Embajadores, Madrid",centro,40.4129328,-3.7049547,"calle del Conde de Romanones, Lavapiés-Embajadores, Madrid, España",True
"Casa o chalet independiente en calle Peguerinos, Ciudad Universitaria, Madrid",moncloa,40.4438005,-3.7264206,"Ciudad Universitaria, Madrid, España",True
"Dúplex en paseo del Prado, Jerónimos, Madrid",retiro,40.4141733,-3.6932547,"paseo del Prado, Jerónimos, Madrid, España",True
"Piso en calle de Nuestra Señora del Perpetuo Socorro, s/n, Palomeras Bajas, Madrid",puente-de-vallecas,40.3938409,-3.6619356,"calle de Nuestra Señora del Perpetuo Socorro, Madrid, España",True
"Piso en calle de Artesa de Segre, 10, Ciudad Universitaria, Madrid",moncloa,40.4438005,-3.7264206,"Ciudad Universitaria, Madrid, España",True
"Piso en calle del Cristo de la Fe, 1, Almendrales, Madrid",usera,40.3843762,-3.6992931,"Almendrales, Madrid, España",True
"Piso en calle de Ponferrada, 46, Pilar, Madrid",fuencarral,40.4757967,-3.7119693,"calle de Ponferrada, 46, Pilar, Madrid, España",True
"Piso en calle de Arturo Soria, 37, Concepción, Madrid",ciudad-lineal,40.4428186,-3.6419906,"calle de Arturo Soria, 37, Concepción, Madrid, España",True
"Ático en Ciudad Universitaria, Madrid",moncloa,40.4438005,-3.7264206,"Ciudad Universitaria, Madrid, España",True
"Ático en calle de Raimundo Fernández Villaverde, s/n, Cuatro Caminos, Madrid",tetuan,40.4466394,-3.6981775,"calle de Raimundo Fernández Villaverde, s/n, Cuatro Caminos, Madrid, España",True
"Piso en calle del Lago Leman, Casco Histórico de Vicálvaro, Madrid",vicalvaro,40.4035473,-3.6053588,"calle del Lago Leman, Casco Histórico de Vicálvaro, Madrid, España",True
"Piso en calle de Sofía, Rosas, Madrid",san-blas,40.420228,-3.6064359,"calle de Sofía, Rosas, Madrid, España",True
"Dúplex en calle de Yécora, 57, Rejas, Madrid",san-blas,40.4448633,-3.5748151,"calle de Yécora, 57, Rejas, Madrid, España",True
"Piso en ronda del Sur, 191, Entrevías, Madrid",puente-de-vallecas,40.3735168,-3.6644064,"ronda del Sur, 191, Entrevías, Madrid, España",True
"Piso en Calle de las Trompas, 40, Pau de Carabanchel, Madrid",carabanchel,40.3718526,-3.766486,"Calle de las Trompas, 40, Madrid, España",True
"Ático en calle de las Mercedes, 16, Cuatro Caminos, Madrid",tetuan,40.4544049,-3.7017301,"calle de las Mercedes, 16, Cuatro Caminos, Madrid, España",True
"Ático en calle Alejandro Sánchez, 100 b, Opañel, Madrid",carabanchel,40.39011,-3.7247168,"calle Alejandro Sánchez, 100 b, Opañel, Madrid, España",True
"Estudio en calle del Teniente Coronel Noreña, Legazpi, Madrid",arganzuela,40.3884881,-3.6934131,"calle del Teniente Coronel Noreña, Legazpi, Madrid, España",True
"Piso en calle Francisco de Icaza, Abrantes, Madrid",carabanchel,40.3854093,-3.7274813,"calle Francisco de Icaza, Abrantes, Madrid, España",True
"Piso en calle Tardobispo, Arcos, Madrid",san-blas,40.4233749,-3.620203,"calle Tardobispo, Arcos, Madrid, España",True
"Piso en calle del Maestro Alonso, Fuente del Berro, Madrid",barrio-de-salamanca,40.4284448,-3.6639574,"calle del Maestro Alonso, Fuente del Berro, Madrid, España",True
"Piso en calle de Mejía Lequerica, 17, Chueca-Justicia, Madrid",centro,40.4275192,-3.6993527,"calle de Mejía Lequerica, 17, Chueca-Justicia, Madrid, España",True
"Chalet adosado en paseo Olivos, 15, Puerta del Ángel, Madrid",latina,40.4093544,-3.7337422,"Puerta del Ángel, Madrid, España",True
"Piso en calle de Aldea del Fresno, Chopera, Madrid",arganzuela,40.251694,-3.835074,"calle de Aldea del Fresno, Madrid, España",True
"Piso en paseo de La Habana, 72, Bernabéu-Hispanoamérica, Madrid",chamartin,40.4539245,-3.6834124,"paseo de La Habana, 72, Madrid, España",True
"Piso en calle de Alcántara, 57, Lista, Madrid",barrio-de-salamanca,40.4288272,-3.7219617,"calle de Alcántara, 57, Madrid, España",True
"Ático en calle de Ciudad Rodrigo, 2, Sol, Madrid",centro,40.4178272,-3.7022221,"Sol, Madrid, España",True
"Piso en cuesta de San Vicente, 30, Argüelles, Madrid",moncloa,40.4205547,-3.7167198,"cuesta de San Vicente, 30, Argüelles, Madrid, España",True
"Piso en calle de Castelló, 84, Castellana, Madrid",barrio-de-salamanca,40.4332042,-3.6807168,"calle de Castelló, 84, Castellana, Madrid, España",True
"Piso en plaza de San Ildefonso, Malasaña-Universidad, Madrid",centro,40.4241682,-3.7019232,"plaza de San Ildefonso, Malasaña-Universidad, Madrid, España",True
"Ático en calle de Fernando el Católico, Arapiles, Madrid",chamberi,40.4341362,-3.7112885,"calle de Fernando el Católico, Arapiles, Madrid, España",True
"Piso en calle Helena de Troya, Ambroz, Madrid",vicalvaro,40.4049378,-3.6001743,"calle Helena de Troya, Madrid, España",True
"Dúplex en calle de Raimundo Fernández Villaverde, Nuevos Ministerios-Ríos Rosas, Madrid",chamberi,40.4465241,-3.6987586,"calle de Raimundo Fernández Villaverde, Madrid, España",True
"Piso en calle de la Encomienda de Palacios, 320, Pavones, Madrid",moratalaz,40.397343,-3.6358685,"calle de la Encomienda de Palacios, 320, Pavones, Madrid, España",True
"Chalet adosado en calle de Federico Grases, 57, Puerta Bonita, Madrid",carabanchel,40.3813279,-3.7397504,"Puerta Bonita, Madrid, España",True
"Piso en calle Santa Julia, Madrid, San Diego, Madrid",puente-de-vallecas,40.394919,-3.6679575,"calle Santa Julia, Madrid, San Diego, Madrid, España",True
"Chalet pareado en Alameda de Osuna, Madrid",barajas,40.4733176,-3.5798446,"barajas, Madrid, España",True
"Ático en calle del Peso Hispano, 14, Pau de Carabanchel, Madrid",carabanchel,40.3669522,-3.7453309,"calle del Peso Hispano, 14, Madrid, España",True
"Piso en calle de Montes de Barbanza, Casco Histórico de Vallecas, Madrid",villa-de-vallecas,40.3773477,-3.6217118,"Casco Histórico de Vallecas, Madrid, España",True
"Piso en calle Ambar, 3, Los Rosales, Madrid",villaverde,40.3505926,-3.6850602,"calle Ambar, 3, Los Rosales, Madrid, España",True
"Piso en calle de María de las Mercedes de Borbón, 292, Valdebebas - Valdefuentes, Madrid",hortaleza,40.4924604,-3.6126919,"calle de María de las Mercedes de Borbón, 292, Valdebebas - Valdefuentes, Madrid, España",True
"Ático en calle de la Princesa, 3, Argüelles, Madrid",moncloa,40.4250418,-3.7124448,"calle de la Princesa, 3, Argüelles, Madrid, España",True
"Piso en A-4, Butarque, Madrid",villaverde,40.3462241,-3.6730684,"A-4, Butarque, Madrid, España",True
"Piso en calle Sepúlveda, 34, Puerta del Ángel, Madrid",latina,40.4048019,-3.7395286,"calle Sepúlveda, 34, Puerta del Ángel, Madrid, España",True
"Piso en calle de Santa Teresa, Chueca-Justicia, Madrid",centro,40.4258645,-3.6958961,"calle de Santa Teresa, Chueca-Justicia, Madrid, España",True
"Piso en calle de la Paloma, Palacio, Madrid",centro,40.4088388,-3.7117447,"calle de la Paloma, Palacio, Madrid, España",True
"Estudio en calle de Sánchez Pacheco, 43, Ciudad Jardín, Madrid",chamartin,40.4473529,-3.6737123,"calle de Sánchez Pacheco, 43, Ciudad Jardín, Madrid, España",True
"Chalet adosado en Casa de Campo, Madrid",moncloa,40.4350196,-3.719236,"moncloa, Madrid, España",True
"Estudio en calle de Olite, Bellas Vistas, Madrid",tetuan,40.4518506,-3.7069893,"calle de Olite, Bellas Vistas, Madrid, España",True
"Casa o chalet independiente en calle Montejurra, s/n, Ventas, Madrid",ciudad-lineal,40.4310642,-3.6635419,"Ventas, Madrid, España",True
"Piso en calle del Chimbo, Abrantes, Madrid",carabanchel,40.382335,-3.7282824,"calle del Chimbo, Abrantes, Madrid, España",True
"Piso en Alvarado, 22, Bellas Vistas, Madrid",tetuan,40.4507241,-3.7053399,"Alvarado, 22, Bellas Vistas, Madrid, España",True
"Piso en calle de Nicasio Gallego, 9, Trafalgar, Madrid",chamberi,40.4297169,-3.6990618,"calle de Nicasio Gallego, 9, Trafalgar, Madrid, España",True
"Dúplex en Valdebebas - Valdefuentes, Madrid",hortaleza,40.4924377,-3.668818,"Valdebebas - Valdefuentes, Madrid, España",True
"Piso en calle de Felipe III, Sol, Madrid",centro,40.416101,-3.7069371,"calle de Felipe III, Sol, Madrid, España",True
"Dúplex en calle Balmis, 23, Aravaca, Madrid",moncloa,40.4590881,-3.7941681,"calle Balmis, 23, Aravaca, Madrid, España",True
"Piso en calle Menorca, 39, Ibiza, Madrid",retiro,40.4194404,-3.6744325,"calle Menorca, 39, Ibiza, Madrid, España",True
"Piso en calle de Calatrava, 26, Palacio, Madrid",centro,40.4094331,-3.7123205,"calle de Calatrava, 26, Palacio, Madrid, España",True
"Estudio en ronda Manuel Granero, Conde Orgaz-Piovera, Madrid",hortaleza,40.4580862,-3.6298704,"ronda Manuel Granero, Madrid, España",True
"Piso en calle de los Andaluces, 20, Palomeras sureste, Madrid",puente-de-vallecas,40.3901509,-3.6379862,"calle de los Andaluces, 20, Palomeras sureste, Madrid, España",True
"Dúplex en calle Doctor Guiu, 57, Peñagrande, Madrid",fuencarral,40.4757812,-3.7367046,"calle Doctor Guiu, 57, Peñagrande, Madrid, España",True
"Piso en calle de Quijada de Pandiellos, San Diego, Madrid",puente-de-vallecas,40.3922796,-3.6674239,"San Diego, Madrid, España",True
"Piso en calle de Casalarreina, Ambroz, Madrid",vicalvaro,40.408957,-3.6136909,"calle de Casalarreina, Madrid, España",True
"Piso en calle del Caballero de Gracia, Huertas-Cortes, Madrid",centro,40.4192559,-3.6995756,"calle del Caballero de Gracia, Madrid, España",True
"Casa o chalet independiente en calle Barón de la Torre, Conde Orgaz-Piovera, Madrid",hortaleza,40.4504211,-3.645769,"Conde Orgaz-Piovera, Madrid, España",True
"Piso en calle de Clara del Rey, 26, Prosperidad, Madrid",chamartin,40.4402763,-3.6734229,"calle de Clara del Rey, 26, Prosperidad, Madrid, España",True
"Piso en calle de Santa Engracia, 72, Almagro, Madrid",chamberi,40.4363621,-3.6991715,"calle de Santa Engracia, 72, Almagro, Madrid, España",True
"Casa o chalet independiente en calle Venta Vieja, El Plantío, Madrid",moncloa,40.4700616,-3.8206858,"El Plantío, Madrid, España",True
"Piso en calle de Edgar Neville, 25, Cuatro Caminos, Madrid",tetuan,40.4494322,-3.6968368,"calle de Edgar Neville, 25, Cuatro Caminos, Madrid, España",True
"Piso en calle del Mirlo, Campamento, Madrid",latina,40.3983496,-3.769908,"calle del Mirlo, Campamento, Madrid, España",True
"Estudio en calle de las Penuelas, 34, Acacias, Madrid",arganzuela,40.4018483,-3.703153,"calle de las Penuelas, 34, Acacias, Madrid, España",True
"Piso en calle de Eduardo Rojo, Palomeras Bajas, Madrid",puente-de-vallecas,40.3853367,-3.6579829,"Palomeras Bajas, Madrid, España",True
"Estudio en calle del Nenúfar, 16, Berruguete, Madrid",tetuan,40.4762694,-3.3707011,"calle del Nenúfar, 16, Madrid, España",True
"Piso en calle de Artesa de Segre, 14, Ciudad Universitaria, Madrid",moncloa,40.4438005,-3.7264206,"Ciudad Universitaria, Madrid, España",True
"Piso en calle de Gregorio Donas, Pueblo Nuevo, Madrid",ciudad-lineal,40.4284652,-3.637762,"calle de Gregorio Donas, Pueblo Nuevo, Madrid, España",True
"Ático en calle de Francisco Remiro, 11, Guindalera, Madrid",barrio-de-salamanca,40.4378846,-3.669212,"calle de Francisco Remiro, 11, Guindalera, Madrid, España",True
"Ático en plaza Luca de Tena, Palos de la Frontera, Madrid",arganzuela,40.4019055,-3.693828,"plaza Luca de Tena, Palos de la Frontera, Madrid, España",True
"Piso en avenida del Talgo, 130, Aravaca, Madrid",moncloa,40.4484211,-3.7784762,"avenida del Talgo, 130, Aravaca, Madrid, España",True
"Piso en calle del Río Bullaque, La Paz, Madrid",fuencarral,40.488378,-3.7000724,"calle del Río Bullaque, La Paz, Madrid, España",True
"Chalet adosado en calle Tintas, Vista Alegre, Madrid",carabanchel,40.3877922,-3.7396538,"Vista Alegre, Madrid, España",True
"Piso en calle de Alcántara, s/n, Lista, Madrid",barrio-de-salamanca,40.4294965,-3.7238012,"calle de Alcántara, Madrid, España",True
"Piso en glorieta de Cuatro Caminos, Cuatro Caminos, Madrid",tetuan,40.4471571,-3.7036977,"glorieta de Cuatro Caminos, Cuatro Caminos, Madrid, España",True
"Piso en calle Angelillo, 11, Palomeras sureste, Madrid",puente-de-vallecas,40.3814023,-3.645014,"calle Angelillo, 11, Palomeras sureste, Madrid, España",True
"Piso en calle de San Isidro Labrador, 5, Palacio, Madrid",centro,40.4103088,-3.7130467,"calle de San Isidro Labrador, 5, Palacio, Madrid, España",True
"Piso en avenida de los Arces, 1, Palomas, Madrid",hortaleza,40.4534838,-3.6222551,"avenida de los Arces, 1, Palomas, Madrid, España",True
"Piso en calle de la Gaviota, Vista Alegre, Madrid",carabanchel,40.3886367,-3.736236,"calle de la Gaviota, Vista Alegre, Madrid, España",True
"Piso en paseo de la Chopera, Chopera, Madrid",arganzuela,40.3963992,-3.7026424,"paseo de la Chopera, Chopera, Madrid, España",True
